embed_dim,n_layers,lr,l2,epoch,loss
64,3,0.001,0.0005,9,0.13088416870472566
64,3,0.001,0.0005,10,0.12667601480611465
64,3,0.001,0.0005,11,0.12356207549447033
64,3,0.001,0.0005,12,0.11966895088709625
64,3,0.001,0.0005,13,0.1170823310874793
64,3,0.001,0.0005,14,0.11384698526789307
64,3,0.001,0.0005,15,0.11073794362742446
64,3,0.001,0.0005,16,0.10825206359664849
64,3,0.001,0.0005,17,0.10587934637344608
64,3,0.001,0.0005,18,0.10346891810684083
64,3,0.001,0.0005,19,0.10146909161808605
64,3,0.001,0.0005,20,0.1002746570535176
64,3,0.001,0.0005,21,0.0987300872021751
64,3,0.001,0.0005,22,0.09746064945461864
64,3,0.001,0.0005,23,0.09632381186107919
64,3,0.001,0.0005,24,0.0944365505871033
64,3,0.001,0.0005,25,0.09241284714304926
64,3,0.001,0.0005,26,0.09203520653070393
64,3,0.001,0.0005,27,0.09040636997240395
64,3,0.001,0.0005,28,0.08927054158109289
64,3,0.001,0.0005,29,0.08803554047953407
64,3,0.001,0.0005,30,0.0863073535372876
64,3,0.001,0.001,1,0.36149063481474825
64,3,0.001,0.001,2,0.18035747520078904
64,3,0.001,0.001,3,0.16816677587337214
64,3,0.001,0.001,4,0.1614379713182929
64,3,0.001,0.001,5,0.15672301365144597
64,3,0.001,0.001,6,0.15311506612370848
64,3,0.001,0.001,7,0.14855457601807154
64,3,0.001,0.001,8,0.1447919945172044
64,3,0.001,0.001,9,0.14098305439486694
64,3,0.001,0.001,10,0.1368725441505574
64,3,0.001,0.001,11,0.13380397745335876
64,3,0.001,0.001,12,0.12995654488259642
64,3,0.001,0.001,13,0.12730777761908696
64,3,0.001,0.001,14,0.12395613740512659
64,3,0.001,0.001,15,0.12069061904583338
64,3,0.001,0.001,16,0.11809774378873017
64,3,0.001,0.001,17,0.1156072098941423
64,3,0.001,0.001,18,0.11310651115838836
64,3,0.001,0.001,19,0.11106992136507414
64,3,0.001,0.001,20,0.10979986165804433
64,3,0.001,0.001,21,0.10827069870143566
64,3,0.001,0.001,22,0.10705814862026358
64,3,0.001,0.001,23,0.10589557169180996
64,3,0.001,0.001,24,0.10416253827965234
64,3,0.001,0.001,25,0.1023136014802151
64,3,0.001,0.001,26,0.10196307368685864
64,3,0.001,0.001,27,0.10052874970173686
64,3,0.001,0.001,28,0.09942200848641386
64,3,0.001,0.001,29,0.09828881891268604
64,3,0.001,0.001,30,0.09662956066538952
64,3,0.0005,0.0001,1,0.49180385951476024
64,3,0.0005,0.0001,2,0.2177029835290629
64,3,0.0005,0.0001,3,0.17515991853093202
64,3,0.0005,0.0001,4,0.16251681132761436
64,3,0.0005,0.0001,5,0.15662113372509834
64,3,0.0005,0.0001,6,0.15337619005821537
64,3,0.0005,0.0001,7,0.14922319789977442
64,3,0.0005,0.0001,8,0.14662736544943955
64,3,0.0005,0.0001,9,0.14411148100903948
64,3,0.0005,0.0001,10,0.1413749838306469
64,3,0.0005,0.0001,11,0.1397613719324396
64,3,0.0005,0.0001,12,0.13751676224125256
64,3,0.0005,0.0001,13,0.13690247442924752
64,3,0.0005,0.0001,14,0.13507015026902752
64,3,0.0005,0.0001,15,0.13295905720012993
64,3,0.0005,0.0001,16,0.13111779593571676
64,3,0.0005,0.0001,17,0.129225535572075
64,3,0.0005,0.0001,18,0.12709093859235696
64,3,0.0005,0.0001,19,0.12480262335803774
64,3,0.0005,0.0001,20,0.12372837640516914
64,3,0.0005,0.0001,21,0.12209757055064167
64,3,0.0005,0.0001,22,0.12026910754057346
64,3,0.0005,0.0001,23,0.11872451079216643
64,3,0.0005,0.0001,24,0.11591739782309882
64,3,0.0005,0.0001,25,0.11378000047159395
64,3,0.0005,0.0001,26,0.11252346709839203
64,3,0.0005,0.0001,27,0.1103933584921265
64,3,0.0005,0.0001,28,0.10884253151199352
64,3,0.0005,0.0001,29,0.10727704948974105
64,3,0.0005,0.0001,30,0.1052874023996809
64,3,0.0005,0.0005,1,0.49273169209372325
64,3,0.0005,0.0005,2,0.22310034590197309
64,3,0.0005,0.0005,3,0.18137822295509795
64,3,0.0005,0.0005,4,0.1689659690082198
64,3,0.0005,0.0005,5,0.16305649533586683
64,3,0.0005,0.0005,6,0.15962091878650073
64,3,0.0005,0.0005,7,0.15537102030008343
64,3,0.0005,0.0005,8,0.15255551274467563
64,3,0.0005,0.0005,9,0.14982281470636152
64,3,0.0005,0.0005,10,0.14687525040511065
64,3,0.0005,0.0005,11,0.1450228350279966
64,3,0.0005,0.0005,12,0.14250227073266072
64,3,0.0005,0.0005,13,0.14157105841726628
64,3,0.0005,0.0005,14,0.13945605947911363
64,3,0.0005,0.0005,15,0.1370791189950467
64,3,0.0005,0.0005,16,0.13502254080909853
64,3,0.0005,0.0005,17,0.1330078825260858
64,3,0.0005,0.0005,18,0.13073921762797316
64,3,0.0005,0.0005,19,0.1284249157213315
64,3,0.0005,0.0005,20,0.12726008239157294
64,3,0.0005,0.0005,21,0.12564758997043474
64,3,0.0005,0.0005,22,0.12393266846673794
64,3,0.0005,0.0005,23,0.12246642235190114
64,3,0.0005,0.0005,24,0.11993722922209674
64,3,0.0005,0.0005,25,0.11804265764774266
64,3,0.0005,0.0005,26,0.11700760749650951
64,3,0.0005,0.0005,27,0.11517330805773006
64,3,0.0005,0.0005,28,0.11382653089376865
64,3,0.0005,0.0005,29,0.11246086332158223
64,3,0.0005,0.0005,30,0.11072618308119804
64,3,0.0005,0.001,1,0.49570261451183373
64,3,0.0005,0.001,2,0.22711344934859365
64,3,0.0005,0.001,3,0.18676316984919383
64,3,0.0005,0.001,4,0.17520381966351964
64,3,0.0005,0.001,5,0.16966626369853188
64,3,0.0005,0.001,6,0.16640254608365224
64,3,0.0005,0.001,7,0.1621090632314702
64,3,0.0005,0.001,8,0.15924734961186815
64,3,0.0005,0.001,9,0.15642000372429815
64,3,0.0005,0.001,10,0.15333201631560014
64,3,0.0005,0.001,11,0.15143218717735019
64,3,0.0005,0.001,12,0.14885584613312217
64,3,0.0005,0.001,13,0.1477677799308325
64,3,0.0005,0.001,14,0.1455992366845253
64,3,0.0005,0.001,15,0.14320335972983883
64,3,0.0005,0.001,16,0.14111391197210588
64,3,0.0005,0.001,17,0.13906581529593817
64,3,0.0005,0.001,18,0.13669926024957774
64,3,0.0005,0.001,19,0.1344361872543079
64,3,0.0005,0.001,20,0.13313595260214256
64,3,0.0005,0.001,21,0.1314611900402565
64,3,0.0005,0.001,22,0.1296975539071755
64,3,0.0005,0.001,23,0.12811556391308643
64,3,0.0005,0.001,24,0.12562842589004486
64,3,0.0005,0.001,25,0.12375235187370072
64,3,0.0005,0.001,26,0.12267624197890924
64,3,0.0005,0.001,27,0.12096440259453135
64,3,0.0005,0.001,28,0.11961467337620833
64,3,0.0005,0.001,29,0.11828974393866097
64,3,0.0005,0.001,30,0.11673715787176316
